Location,Indicator,Period,Dim1,First Tooltip
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,7.6
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,24.4
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,40.7
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,8.2
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,25.7
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,42.7
Seychelles,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,8.7
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,19.8
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,31
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,8.5
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,20.5
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,31.9
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,9.1
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,21.1
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,32.6
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,9.5
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,21.8
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,33.5
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,10.1
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,22.5
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,34.3
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,10.7
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,23.3
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,35.2
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,11.4
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,25.7
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,38
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,13.5
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,30.7
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,43.3
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,18.1
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,37
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,49.7
Sierra Leone,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,24.4
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,16.5
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,27.8
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,5.1
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,16.5
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,27.9
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,5.2
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,16.6
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,27.9
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,5.2
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,16.5
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,27.8
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,5.2
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,16.5
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,27.8
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,5.3
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,16.4
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,27.5
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,5.3
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,16.5
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,27.7
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,5.3
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,16.6
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,27.6
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,5.5
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,16.6
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,27.4
Singapore,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,5.7
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,32.3
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,38.6
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,26
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,32.2
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,38.7
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,25.7
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,32.1
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,39
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,25.2
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,32
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,39.2
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,24.9
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,32.1
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,39.5
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,24.6
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,32
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,39.8
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,24.2
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,31.9
Slovakia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,40.5
